"ID","Type","SKU","Name","Published","Is featured?","Visibility in catalog","Short description","Description","Date sale price starts","Date sale price ends","Tax status","Tax class","In stock?","Stock","Low stock amount","Backorders allowed?","Sold individually?","Weight","Length","Width","Height","Allow customer reviews?","Purchase note","Sale price","Regular price","Categories","Tags","Shipping class","Images","Download limit","Download expiry days","Parent","Grouped products","Upsells","Cross-sells","External URL","Button text","Position","meta:datasheet_url","meta:variants"
"","simple","elara","Elara, Design by Nika Zupanc, 2022","1","0","visible","Elara
				The name Elara connotes astronomy and Greek mythology, and its geometric design mimicks the trajectory of t...","Elara
				The name Elara connotes astronomy and Greek mythology, and its geometric design mimicks the trajectory of the planets within the universe. Inspired by astral motion, the lamp is characterised by two metal rings, one of which can be set at various angles to produce fluidity and movement, as well as a small sphere at the bottom of the lamp that contains the light source.
 
The light source emits a glow that can illuminate an entire room. Additionally, users can direct the bi-emission sphere – up or down – according to the need for light. The two sources have different light emissions: 2100 lumens and 800 lumens for the 2700 K version or 2260 lumens and 845 lumens for the 3000 K.

									
					
						
The central ring can be positioned to reach different heights and angles, allowing users to experiment with casting light and shadows. Elara features a dimmer controlled with the wall-mounted power switch, allowing users to modulate the intensity of the light to create their ideal lighting scheme.
 
Available in two sizes, medium (Ø60 cm) and large (Ø 80cm), Elara suits a range of environments, such as over a dining table in a residential setting, or as part of a larger installation in public spaces like a hotel lounge or restaurant.","","","taxable","","1","","","0","0","","","","","1","","","","Collections, Suspension","lodes","","https://www.lodes.com/wp-content/uploads/2022/08/Elara-01.jpg|https://www.lodes.com/wp-content/uploads/2022/09/Elara-15.jpg|https://www.lodes.com/wp-content/uploads/2022/09/Elara-2025-01.jpg|https://www.lodes.com/wp-content/uploads/2022/09/Elara_gold_1_RGB.jpg|https://www.lodes.com/wp-content/uploads/2022/08/Elara-05.jpg|https://www.lodes.com/wp-content/uploads/2022/08/Elara-11.jpg|https://www.lodes.com/wp-content/uploads/2022/09/Elara-14.jpg|https://www.lodes.com/wp-content/uploads/2022/08/Elara-04.jpg|https://www.lodes.com/wp-content/uploads/2022/09/Elara_A_large_blackRGB.jpg","","","","","","","","","0","https://www.lodes.com/wp-content/uploads/2022/08/206IS20E0001_Rev02_CE_print.pdf","18 variants available"
"","simple","nautilus-ceiling","Nautilus, Design by Andrea Tosetto, 2017–2020","1","0","visible","Nautilus
				Strong design and leading-edge technology come together in this family of lamps characterised by a conve...","Nautilus
				Strong design and leading-edge technology come together in this family of lamps characterised by a convex lens that projects the LED light wherever its needed or most preferred, for a truly efficient and personalised result. Versatile and dynamic, either on the wall or ceiling in a variety of versions and finishes, Nautilus lamps satisfy a full range of lighting needs, whether functional or purely decorative, in both residential and professional contexts. Nautilus is now available with a dim-to-warm function, which allows users to interact by adjusting the intensity of the LED light source from 2200 to 2700 kelvin.","","","taxable","","1","","","0","0","","","","","1","","","","Collections, Ceiling","lodes","","https://www.lodes.com/wp-content/uploads/2021/03/Nautilus-Ceiling-02.jpg|https://www.lodes.com/wp-content/uploads/2021/03/Nautilus-Ceiling-03.jpg|https://www.lodes.com/wp-content/uploads/2021/03/Nautilus-Ceiling-05.jpg|https://www.lodes.com/wp-content/uploads/2021/03/Nautilus_matte-black.jpg|https://www.lodes.com/wp-content/uploads/2021/03/Nautilus_matte-champagne.jpg|https://www.lodes.com/wp-content/uploads/2021/03/Nautilus_matte-white.jpg|https://www.lodes.com/wp-content/uploads/2021/03/Nautilus-25-02.jpg","","","","","","","","","0","https://www.lodes.com/wp-content/uploads/2021/03/165IS30E0001_Rev00_CE_PRINT.pdf","20 variants available"
"","simple","spring","Spring - Lodes","1","0","visible","No description available","No description available","","","taxable","","1","","","0","0","","","","","1","","","","Diesel Living with Lodes","lodes","","https://www.lodes.com/wp-content/uploads/2022/06/Spring-04-e1656072854272.jpg","","","","","","","","","0","https://www.lodes.com/wp-content/uploads/2022/05/514IS50E0001_Rev01_CE_PRINT.pdf","13 variants available"
"","simple","stitch","Stitch, Design by estudi{H}ac, 2025","1","0","visible","Stitch
				Stitch is a family of outdoor lanterns with a strong decorative character that evokes the feeling of summe...","Stitch
				Stitch is a family of outdoor lanterns with a strong decorative character that evokes the feeling of summer and the light emotions associated with a beach at sunset. Inspired by the world of weaving and materials, it recalls the elegant gesture of basting – used to join fabric pieces with temporary stitches before sewing them permanently.

									
					
						
A technical outdoor fabric ribbon is woven into the metal cage with a soft movement that creates sophisticated plays of shadow and transparency that diffuse throughout the environment: the irregular, imperfect weave conceals the light source while visually lightening the lantern’s volume thanks to the light flowing between the threads, enhancing the material’s texture.
 
Stitch is available in four finishes designed to enhance its decorative character and suit different styles and settings. Each colour, ranging from delicate to intense shades, helps define the product’s identity and the atmosphere of the space: anthracite, sober and refined, blends naturally with contemporary or minimalist furnishings; soft ivory offers a light visual effect, ideal for bright environments; red clay evokes the warmth of earthy materials, harmonising with rough surfaces, wood, and exposed brick; and dark olive green, deep and enveloping, is inspired by the plant world to lend outdoor spaces a more sophisticated character.","","","taxable","","1","","","0","0","","","","","1","","","","Outdoor","lodes","","https://www.lodes.com/wp-content/uploads/2025/08/Lodes-Outdoor-Stitch-7.jpg|https://www.lodes.com/wp-content/uploads/2025/08/Lodes-Outdoor-Stitch-8.jpg|https://www.lodes.com/wp-content/uploads/2025/08/Lodes-Outdoor-Stitch-1.jpg|https://www.lodes.com/wp-content/uploads/2025/08/Lodes-Outdoor-Stitch-2-1.jpg|https://www.lodes.com/wp-content/uploads/2025/08/Lodes-Outdoor-Stitch-4.jpg|https://www.lodes.com/wp-content/uploads/2025/08/Lodes-Outdoor-Stitch-5.jpg|https://www.lodes.com/wp-content/uploads/2025/08/Lodes-Outdoor-Stitch-6-1.jpg","","","","","","","","","0","https://www.lodes.com/wp-content/uploads/2025/08/Stitch-Large-Floor-2D.pdf","85 variants available"
"","simple","a-tube-suspension","A-Tube, Design by Lodes, 2013","1","0","visible","A-Tube
				A simple form that delivers the light to wherever it’s needed, enhancing the space. Tubular and slim, A-Tu...","A-Tube
				A simple form that delivers the light to wherever it’s needed, enhancing the space. Tubular and slim, A-Tube is a versatile lamp, available in different sizes and finishes, that can be fixed directly to the ceiling, suspended singularly, or used in cluster compositions to create impactful lighting effects.

									
					
						A-Tube is a lamp characterised by an elegant, cylindrical design, perfect for illuminating specific points and furnishing with dynamic essentiality. Available in two versions, ceiling and suspension, it can be used either singularly or to create lively compositions distinguished by their differing lengths and finishes (matte white, matte black and coppery bronze). As a central feature with multiform lighting, in a neat row over a bench or in a rhythmic succession of different sized lines, A-Tube illuminates, becoming one with the interior architecture.
 
The aluminium body of A-Tube, with a diameter of 6 cm, is 4 mm thick, making it both solid and resilient. Inside, its structure is designed to house a GU10 lamp that diffuses direct light. The ceiling version, available in four sizes (14, 30, 60, 100 cm), can easily be fixed with a simple metal attachment. The suspension version comes in three different lengths, 30, 60 and 100 cm, which can be used as single pendants or combined on canopies to create multiple compositions.","","","taxable","","1","","","0","0","","","","","1","","","","Collections, Cluster suspension","lodes","","https://www.lodes.com/wp-content/uploads/2021/03/A-Tube-4.jpg|https://www.lodes.com/wp-content/uploads/2021/03/A-Tube-3.jpg","","","","","","","","","0","https://www.lodes.com/wp-content/uploads/2021/03/096IS10E0001_Rev03_CE_PRINT.pdf","21 variants available"
"","simple","focus","Focus, Design by Patrick Norguet, 2025","1","0","visible","Focus
				Focus is a multifunctional projector inspired by the world of photography, both in its lines and design, wi...","Focus
				Focus is a multifunctional projector inspired by the world of photography, both in its lines and design, with details that evoke analogue cameras – from the graduated scale engraved on the body, reminiscent of focal lengths, to the front ring that echoes the historic models of Leica and Pentax.

									
					
						
The name Focus refers to the action of ‘focusing’ typical of photography, but also extends to the concept of precisely directing light to shape it and create atmospheres, expressing a design that combines aesthetics, functionality, and attention to detail.
The joint, often relegated to a purely functional role, becomes a central element: it allows the projector to be rotated to optimise the lighting effect, while the goniometer with degree indication acts as a guide for adjusting the angle of inclination, recalling the precision of photographic tripods.
 
Available in three sizes, the lamp body houses a high-output LED source that allows the light beam to be customised thanks to the three optics available – Spot, Medium and Extra Wide – to achieve focused or diffused effects according to design requirements. The lighting effect can be further personalised with optional internal or external optical accessories – Honeycomb, Half-moon glare shield, Snoot – which emphasise the dynamic character of the design and its interaction with the user.
 
Five finishes – black, anthracite, natural brown, natural green and champagne – ranging from neutral shades to blend into any context to more intense colours to discreetly enhance the design of the projector, make it suitable for various architectural and landscaping applications, offering lighting designers and architects flexible and tailor-made solutions.","","","taxable","","1","","","0","0","","","","","1","","","","Outdoor","lodes","","https://www.lodes.com/wp-content/uploads/2025/07/Lodes-Outdoor-Focus-7.jpg|https://www.lodes.com/wp-content/uploads/2025/07/Lodes-Outdoor-Focus-8.jpg|https://www.lodes.com/wp-content/uploads/2025/07/Lodes-Outdoor-Focus-9.jpg|https://www.lodes.com/wp-content/uploads/2025/07/Lodes-Outdoor-Focus-10.jpg|https://www.lodes.com/wp-content/uploads/2025/07/Lodes-Outdoor-Focus-1.jpg|https://www.lodes.com/wp-content/uploads/2025/07/Lodes-Outdoor-Focus-2.jpg|https://www.lodes.com/wp-content/uploads/2025/07/Lodes-Outdoor-Focus-3.jpg|https://www.lodes.com/wp-content/uploads/2025/07/Lodes-Outdoor-Focus-4.jpg|https://www.lodes.com/wp-content/uploads/2025/07/Lodes-Outdoor-Focus-5.jpg|https://www.lodes.com/wp-content/uploads/2025/07/Lodes-Outdoor-Focus-6.jpg","","","","","","","","","0","https://www.lodes.com/wp-content/uploads/2025/07/Focus-SpecSheets.pdf","187 variants available"
"","simple","spider-soffitto","Spider, Design by Andrea Tosetto, 2022","1","0","visible","Spider
				Spider is a round suspension lamp resembling an eye that can look into any part of the room. By adjusting...","Spider
				Spider is a round suspension lamp resembling an eye that can look into any part of the room. By adjusting the angle of the diffuser, the light beam emitted by the LED light can be directed towards any specific point. When installed on the different clusters available, it can create numerous lighting patterns, from functional to decorative, which can be dimmed at will. Now available in the new Terra finish and as ceiling light. In Spider, the simplicity of the looks underscores the versatility of its performance.

									
					
						The round dynamic shape of the Spider suspension light is inspired by the eye and its ability to move and look into different parts of the room. The simplicity of the shape and compact, adaptable dimensions make Spider the perfect solution for illuminating an object or brightening an area of the room.
 
The round shape with a diameter of 12 cm is made of steel and available in seven finishes, including the new warm terra tone. A thin chrome-plated aluminium ring frames the glass convex lens which blends seamlessly into the rest of the surface. Compact and highly functional, Spider allows to direct its light simply by turning the diffuser 360° or by tilting it downwards up to 90°. Spider is suspended on a thin power cord and houses a 10W LED which can be chosen with warmer (2700K) or cooler (3000K) light colour temperature. The glass convex lens diffuses direct light with no glare. The colour rendering index (CRI) of 90 mirrors the true colour of objects without distorting them.
 
Spider is an extremely versatile light which combines elegance and functionality. Used individually or in clusters, Spider blends seamlessly into any setting. With the radial cluster system from a single light source, multiple parts of a room can be illuminated by decentralising the band of light and directing each diffuser at will, offering ample opportunity for customisation.","","","taxable","","1","","","0","0","","","","","1","","","","Collections, Ceiling","lodes","","https://www.lodes.com/wp-content/uploads/2022/02/Spider-02.jpg|https://www.lodes.com/wp-content/uploads/2022/02/Spider-03.jpg|https://www.lodes.com/wp-content/uploads/2022/02/Spider-05.jpg|https://www.lodes.com/wp-content/uploads/2022/03/Spider-2025-01.jpg|https://www.lodes.com/wp-content/uploads/2022/03/Spider-ceiling-cluster-suspension-25-01.jpg.jpg|https://www.lodes.com/wp-content/uploads/2022/03/Spider_black_still.jpg","","","","","","","","","0","https://www.lodes.com/wp-content/uploads/2022/02/183IS30E0001_Rev01_CE_PRINT-1.pdf","17 variants available"
"","simple","cage","Cage, Suspension Lamp","1","0","visible","No description available","No description available","","","taxable","","1","","","0","0","","","","","1","","","","Diesel Living with Lodes","lodes","","https://www.lodes.com/wp-content/uploads/2021/03/Cage-05.jpg","","","","","","","","","0","https://www.lodes.com/wp-content/uploads/2021/03/501IS10E0001_Rev01_CE_PRINT.pdf","26 variants available"
"","simple","puzzle-round-ceiling","Puzzle Round, Design by Lodes, 2016","1","0","visible","Puzzle Round
				With its soft shapes, flexible joints and LED light source, Puzzle Round can be adjusted at will to...","Puzzle Round
				With its soft shapes, flexible joints and LED light source, Puzzle Round can be adjusted at will to create striking light effects on walls and ceilings. The unobtrusive aesthetics and the four available finishes make it perfect for the most varied living contexts.

									
					
						 Geometric, soft and ductile forms transform light into a malleable essence to be diffused on the walls and ceiling. Puzzle Round allows the personalisation of internal lighting, adjusting it at will thanks to the structure fitted with flexible joints, allowing the lamp to be tilted by 85° and rotated up to 355°. Housing a LED light inside, Puzzle Round allows the development of ever-changing plays of light, which are doubled in the Double Round version. Champagne, matte white, coppery bronze and matte black are the finishes proposed for this simple and versatile lamp, capable of offering surprising light effects in any type of space.
 
Made in aluminium, the Puzzle Round structure has a diameter of 19 cm. The light source uses a 16W LED light (2 × 16W in the double version) with a colour rendering index (CRI) of 92, ensuring a faithful reproduction of colours. Diffuses an indirect light, either warmer, 2700K, or cooler, 3000K. Whether in a small room or passageway such as a corridor or foyer, the incredible flexibility distinguishing Puzzle Round enhances its surrounds, expressing the creative potential of light in any context.","","","taxable","","1","","","0","0","","","","","1","","","","Collections, Ceiling","lodes","","https://www.lodes.com/wp-content/uploads/2021/03/PuzzleRound-Wall-05.jpg|https://www.lodes.com/wp-content/uploads/2021/09/Puzzle-Round-4.jpg","","","","","","","","","0","https://www.lodes.com/wp-content/uploads/2021/03/159IS40E0001_Rev00_CE_PRINT.pdf","26 variants available"
"","simple","spider","Spider, Design by Andrea Tosetto, 2015","1","0","visible","Spider
				Spider is a round suspension lamp resembling an eye that can look into any part of the room. By adjusting...","Spider
				Spider is a round suspension lamp resembling an eye that can look into any part of the room. By adjusting the angle of the diffuser, the light beam emitted by the LED light can be directed towards any specific point. When installed on the different clusters available, it can create numerous lighting patterns, from functional to decorative, which can be dimmed at will.  Available also as ceiling light. In Spider, the simplicity of the looks underscores the versatility of its performance.

									
					
						
The round shape with a diameter of 12 cm is made of steel and available in seven finishes for the suspension version and four for the ceiling version. A thin chrome-plated aluminium ring frames the glass convex lens which blends seamlessly into the rest of the surface. Compact and highly functional, Spider allows to direct its light simply by turning the diffuser 360° or by tilting it downwards up to 90°. Spider is suspended on a thin power cord and houses a LED which can be chosen with warmer (2700K) or cooler (3000K) light colour temperature. The glass convex lens diffuses direct light with no glare. The colour rendering index (CRI) of 90 mirrors the true colour of objects without distorting them.
 
Spider is an extremely versatile light which combines elegance and functionality. Used individually or in clusters, Spider blends seamlessly into any setting. With the radial cluster system from a single light source, multiple parts of a room can be illuminated by decentralising the band of light and directing each diffuser at will, offering ample opportunity for customisation.","","","taxable","","1","","","0","0","","","","","1","","","","Collections, Cluster suspension","lodes","","https://www.lodes.com/wp-content/uploads/2022/03/Spider-2025-01.jpg|https://www.lodes.com/wp-content/uploads/2021/03/Spider-2025-02.jpg|https://www.lodes.com/wp-content/uploads/2021/03/Spider_white_radial-system_1.jpg|https://www.lodes.com/wp-content/uploads/2022/03/Spider-ceiling-cluster-suspension-25-01.jpg.jpg|https://www.lodes.com/wp-content/uploads/2021/03/Spider-2.jpg|https://www.lodes.com/wp-content/uploads/2021/03/Spider-2025-03.jpg","","","","","","","","","0","https://www.lodes.com/wp-content/uploads/2022/02/160IS10E0002_Rev02_CE_PRINT.pdf","19 variants available"
"","simple","volum-sospensione","Volum, Design by Snøhetta, 2022","1","0","visible","Volum
				Volum celebrates the elegance of simplicity with a series of lamps that, in their similar yet intimately di...","Volum
				Volum celebrates the elegance of simplicity with a series of lamps that, in their similar yet intimately different shapes, complement each other in poetic compositions that narrate an all-round illumination, tailored for various functions and uses. Behind its apparent simplicity, the collection designed in collaboration with architectural firm Snøhetta conceals a complex technical achievement, paying homage to the ancient glassblowing technique that gives life to naturally imperfect shapes. The blown glass spheres of the diffuser, available in diameters of 14, 22, 29, and 42 cm, feature a glossy white finish that evenly radiates light.

									
					
						
The Volum family includes various models – cluster suspension, ceiling, wall, table, and floor lamps – that enhance any space and situation, whether used individually or in compositions to create original lighting solutions.","","","taxable","","1","","","0","0","","","","","1","","","","Collections, Suspension","lodes","","https://www.lodes.com/wp-content/uploads/2022/02/Volum-05.jpg|https://www.lodes.com/wp-content/uploads/2022/02/Volum-09.jpg|https://www.lodes.com/wp-content/uploads/2022/02/Lodes-Volum-0325.jpg|https://www.lodes.com/wp-content/uploads/2022/02/Volum-15.jpg","","","","","","","","","0","https://www.lodes.com/wp-content/uploads/2022/01/Volum-42.pdf","4 variants available"
"","simple","rod","ROD - Lodes","1","0","visible","No description available","No description available","","","taxable","","1","","","0","0","","","","","1","","","","Diesel Living with Lodes","lodes","","https://www.lodes.com/wp-content/uploads/2022/05/ROD-07.jpg","","","","","","","","","0","https://www.lodes.com/wp-content/uploads/2022/05/511IS80E0001_Rev02_PRINT.pdf","12 variants available"
"","simple","map","MAP, Design by GECKELER MICHELS, 2025","1","0","visible","MAP
				MAP is a ceiling and wall lighting system that redefines the boundaries of traditional modular lighting solut...","MAP
				MAP is a ceiling and wall lighting system that redefines the boundaries of traditional modular lighting solutions. Developed in collaboration with the Berlin-based design studio GECKELER MICHELS, it strikes a balance between dynamic aesthetics and advanced lighting performance. The distinctive graphic feature of the design is a fabric tape, stretched between the various modules, which powers the entire system, creating endless compositional possibilities. Like a map that reconfigures spaces and evokes luminous constellations, MAP allows the free positioning of light points, creating rhythms and compositions that illuminate and adorn any environment.

									
					
						
The versatility of the system makes it ideal for environments with architectural constraints, such as masonry ceilings or the absence of central lighting points, ensuring optimal light distribution without major structural modifications. From the starting module, the fabric tape – fitted with specific conductors – is stretched between the various light points, passing through the body of each module to continuously power the entire system, always concealing the origin of the power supply.","","","taxable","","1","","","0","0","","","","","1","","","","Collections, Ceiling","lodes","","https://www.lodes.com/wp-content/uploads/2025/03/MAP-21.jpg|https://www.lodes.com/wp-content/uploads/2025/03/MAP-22.jpg|https://www.lodes.com/wp-content/uploads/2025/03/MAP-23.jpg|https://www.lodes.com/wp-content/uploads/2025/03/MAP-24.jpg|https://www.lodes.com/wp-content/uploads/2025/03/MAP-25.jpg|https://www.lodes.com/wp-content/uploads/2025/03/MAP-1.jpg|https://www.lodes.com/wp-content/uploads/2025/03/MAP-10.jpg|https://www.lodes.com/wp-content/uploads/2025/03/MAP-11.jpg|https://www.lodes.com/wp-content/uploads/2025/03/MAP-12.jpg|https://www.lodes.com/wp-content/uploads/2025/03/MAP-13.jpg","","","","","","","","","0","https://www.lodes.com/wp-content/uploads/2025/04/Lodes-MAP-Technical-info-2.pdf","193 variants available"
"","simple","reed","Reed, Design by Lodes, 2025","1","0","visible","Reed
				Reed transforms a simple post into a lighting solution that blends seamlessly into the natural environment,...","Reed
				Reed transforms a simple post into a lighting solution that blends seamlessly into the natural environment, nestled among low vegetation and bushes, creating a visual and emotional narrative that restores light to its leading role as a source of comfort and wellbeing.

									
					
						
Its name reveals its inspiration: a slender, vertical metal stem emerging from ground like a plant, ready to illuminate with quiet elegance, whether alone or in compositions.
 
The stem can be paired with three organically shaped diffusers – two flattened sphere versions inspired by the delicacy of dandelion flowers, and an elongated one reminiscent of the lightness of slender stalks – designed to blend naturally into the landscape and compose evocative lighting scenes. Each configuration interacts with the surrounding environment, creating atmospheres where light, shadows, and shapes merge to convey the impression of a natural extension of the vegetation itself.
 
Available in three stem heights and four finishes – anthracite, natural brown, natural green, and champagne – Reed is designed for direct ground installation. A portion of the stem, buried and hidden after installation, allows it to be freely tilted to camouflage itself within the greenery and gently diffuse light, enhancing textures, volumes, and details with great delicacy.
 
Reed is the ideal solution for outdoor settings that foster a strong connection between nature, light, and architecture. In residential areas and green spaces of hotels and commercial buildings, it enhances paths, garden edges, and terraces with a discreet yet decorative presence that promotes an aesthetic balance of sensory emotion and visual wellbeing. It also adds a sober and elegant touch to parks and courtyards, where it harmoniously integrates among shrubs and bushes, becoming part of the landscape itself to create lighting scenes in harmony with the vegetation and architectural context.","","","taxable","","1","","","0","0","","","","","1","","","","Outdoor","lodes","","https://www.lodes.com/wp-content/uploads/2025/08/Lodes-Outdoor-Reed-5-1.jpg|https://www.lodes.com/wp-content/uploads/2025/08/Lodes-Outdoor-Reed-6.jpg|https://www.lodes.com/wp-content/uploads/2025/08/Lodes-Outdoor-Reed-1-1.jpg|https://www.lodes.com/wp-content/uploads/2025/08/Lodes-Outdoor-Reed-2-1.jpg|https://www.lodes.com/wp-content/uploads/2025/08/Lodes-Outdoor-Reed-3.jpg|https://www.lodes.com/wp-content/uploads/2025/08/Lodes-Outdoor-Reed-4.jpg","","","","","","","","","0","https://www.lodes.com/wp-content/uploads/2025/09/806IS90E0001_Rev00_CE_print.pdf","153 variants available"
"","simple","jim-sospensione-cluster","JIM bell, cone and cylinder, Design by Patrick Norguet, 2021","1","0","visible","JIM bell, cone and cylinder
				Immediate function, uncomplicated style, durable materials, modular at will. Inspired...","JIM bell, cone and cylinder
				Immediate function, uncomplicated style, durable materials, modular at will. Inspired by the abat-jours of the ateliers of the early 1900s, JIM is a system of suspension lamps with distinctive shapes and a versatile composition that suits any interiors and living environment. JIM’s versatility is further enhanced by the colour range: the two finishes for the shades can be combined with the two different suspension hook hues as desired.","","","taxable","","1","","","0","0","","","","","1","","","","Collections, Cluster suspension","lodes","","https://www.lodes.com/wp-content/uploads/2021/03/JIM-New23-04.jpg|https://www.lodes.com/wp-content/uploads/2021/03/JIM-12.jpg|https://www.lodes.com/wp-content/uploads/2021/03/JIM-11.jpg|https://www.lodes.com/wp-content/uploads/2021/03/JIM-cluster-suspension-25-01.jpg|https://www.lodes.com/wp-content/uploads/2021/03/JIM-cluster-suspension-25-02.jpg","","","","","","","","","0","https://www.lodes.com/wp-content/uploads/2021/03/169IS10E0001_Rev04_CE_PRINT.pdf","51 variants available"
"","simple","aile","Aile, Design by Luca Nichetto, 2021","1","0","visible","Aile
				The Aile aluminium wall lamp features a simple and dynamic design reminiscing the aileron of sport cars, aft...","Aile
				The Aile aluminium wall lamp features a simple and dynamic design reminiscing the aileron of sport cars, after which it has been named. Aile’s compact size, sleek design, powerful light output with respect to its dimensions and two finishes offer a complete lighting solution even for more intimate settings.","","","taxable","","1","","","0","0","","","","","1","","","","Collections, Wall","lodes","","https://www.lodes.com/wp-content/uploads/2021/03/Aile-03.jpg|https://www.lodes.com/wp-content/uploads/2021/03/Aile-08.jpg|https://www.lodes.com/wp-content/uploads/2021/03/Aile-10.jpg|https://www.lodes.com/wp-content/uploads/2021/03/Aile-04.jpg|https://www.lodes.com/wp-content/uploads/2021/03/Aile-07.jpg","","","","","","","","","0","https://www.lodes.com/wp-content/uploads/2021/03/175IS50E0001_Rev02_CE_PRINT.pdf","13 variants available"
"","simple","nautilus-wall","Nautilus, Design by Andrea Tosetto, 2017","1","0","visible","Nautilus
				Strong design and leading-edge technology come together in this family of lamps characterised by a conve...","Nautilus
				Strong design and leading-edge technology come together in this family of lamps characterised by a convex lens that projects the LED light wherever its needed or most preferred, for a truly efficient and personalised result. Versatile and dynamic, either on the wall or ceiling in a variety of versions and finishes, Nautilus lamps satisfy a full range of lighting needs, whether functional or purely decorative, in both residential and professional contexts. Nautilus is now available with a dim-to-warm function, which allows users to interact by adjusting the intensity of the LED light source from 2200 to 2700 kelvin.","","","taxable","","1","","","0","0","","","","","1","","","","Collections, Wall","lodes","","https://www.lodes.com/wp-content/uploads/2021/03/Nauilus-Wall-01.jpg|https://www.lodes.com/wp-content/uploads/2021/03/Nauilus-Wall-03.jpg|https://www.lodes.com/wp-content/uploads/2021/03/Nauilus-Wall-05.jpg|https://www.lodes.com/wp-content/uploads/2021/03/Nauilus-Wall-0A-22.jpg|https://www.lodes.com/wp-content/uploads/2021/03/Nautilus-Mini-04-22.jpg|https://www.lodes.com/wp-content/uploads/2021/03/Nautilus-Mini-05-22.jpg|https://www.lodes.com/wp-content/uploads/2021/03/Nautilus-Mini-11.jpg|https://www.lodes.com/wp-content/uploads/2021/03/Nauilus-Wall-14.jpg|https://www.lodes.com/wp-content/uploads/2021/03/Nauilus-Wall-15.jpg","","","","","","","","","0","https://www.lodes.com/wp-content/uploads/2021/03/165IS50E0001_Rev00_CE_PRINT.pdf","30 variants available"
"","simple","tidal-2","Tidal , Design by Needs Studio, 2025","1","0","visible","Tidal 
				Created in collaboration with Needs Studio, Tidal is an elegant collection of lamps with exceptional lumin...","Tidal 
				Created in collaboration with Needs Studio, Tidal is an elegant collection of lamps with exceptional luminous efficiency. Their fluid and impactful design captures the essence of the movements of celestial bodies, waves, and tides. The lamps appear different depending on how they are viewed from below, thanks to the rings’ irregular, asymmetrical shape, with one side wider than the other. Available in two configurations – ceiling-mounted and pendant – Tidal integrates seamlessly into diverse settings, from residential to professional environments and even contract projects. It offers lighting solutions that illuminate and decorate, whether used individually or in repetition, while exploring the interplay of the collection’s various configurations and dimensions.
 

									
					
						
 
In the stand-alone pendant version, the lamp’s main body has been redesigned with a double-shell structure that balances direct and indirect light emission, preventing glare. This design adds an extra sense of twist and dynamism to the ring, which appears to hover in the air with a light, refined presence, transforming any space with its soft, dynamic lighting effect.
 
The lamp’s compact body, with its limited thickness, houses a powerful light source delivering over 6,000 lm. Light is projected simultaneously upwards and downwards, achieving a perfect 50-50 balance between direct and indirect illumination. The intensity of both light sources can be controlled through dual switching.
 
The lamp is suspended by three thin cables anchored to a circular ceiling canopy specifically designed for this suspension. Made of matte metal in two finishes, white or black, it has a slightly smaller diameter than the ring, blending into the space and creating the impression of floating within the ceiling – thin and light.
 
In this version, Tidal is available in two models: a standard suspension with cables approximately 4 m long, and a suspension with an adjustable rise and fall mechanism. The rise and fall version allows the suspension cable length to be adjusted up to 1.5 m from the ceiling. By simply grasping the lamp body with both hands, it can be raised or lowered to the desired height. This flexibility lets users freely adapt the lighting to suit the needs of any environment, changing the atmosphere without the need to reposition the lamp.
 
A single size – 60 cm in diameter – is available in the four matte finishes that characterise the family: white, earth, champagne, and black. This versatility makes Tidal suitable for a wide range of applications, whether used individually or in repetition, depending on the length of the surface to be illuminated. The rise and fall variant is particularly well-suited for the F&B and hospitality sectors, as it allows the lamp height to be quickly and easily adjusted to accommodate different table configurations, from intimate settings for two to larger groups.
The lamp is available with both DALI and TRIAC drivers, ensuring greater flexibility to suit various needs.
 
*Currently, the rise and fall variant is not available in the North American market.","","","taxable","","1","","","0","0","","","","","1","","","","Collections, Suspension","lodes","","https://www.lodes.com/wp-content/uploads/2023/01/Tidal-Suspension-07.jpg|https://www.lodes.com/wp-content/uploads/2023/01/Tidal-Suspension-08.jpg|https://www.lodes.com/wp-content/uploads/2023/01/Tidal-Suspension-01.jpg|https://www.lodes.com/wp-content/uploads/2023/01/Tidal-Suspension-02.jpg|https://www.lodes.com/wp-content/uploads/2023/01/Tidal-Suspension-04.jpg|https://www.lodes.com/wp-content/uploads/2023/01/Tidal-Suspension-05.jpg|https://www.lodes.com/wp-content/uploads/2023/01/Tidal-Suspension-06.jpg|https://www.lodes.com/wp-content/uploads/2025/01/Tidal-suspension-72-RGB-3.jpg","","","","","","","","","0","https://www.lodes.com/wp-content/uploads/2025/01/231IS20E0002_Rev01_CE.pdf","108 variants available"
